과목명,강사,url
Flutter 중급 3편 - 의존성 주입 가이드,오준석,https://www.inflearn.com/course/%ED%94%8C%EB%9F%AC%ED%84%B0-%EC%9D%98%EC%A1%B4%EC%84%B1-%EC%A3%BC%EC%9E%85-%EA%B0%80%EC%9D%B4%EB%93%9C
PWA 시작하기 - 웹 기술로 앱을 만들자,장기효(캡틴판교),https://www.inflearn.com/course/pwa
[입문] Qt QML과 C++로 시작하는 크로스플랫폼 앱 개발,코드브릿지,https://www.inflearn.com/course/qt-qml-cpp-%ED%81%AC%EB%A1%9C%EC%8A%A4%ED%94%8C%EB%9E%AB%ED%8F%BC
Apple 출신 개발자의 SwiftUI Basic Part 1  기초튼튼,Ryan Kim (코드지니),https://www.inflearn.com/course/swiftui-basic-part1
iOS Clean Architecture & MVVM: RxSwift 완전 정복,덤벨로퍼,https://www.inflearn.com/course/ios-clean-architecutre-rxswift
앱 개발 입문자를 위한 플러터 네컷일기 만들기 with 피그마,Zero to One,https://www.inflearn.com/course/%EC%95%B1%EA%B0%9C%EB%B0%9C-%EC%9E%85%EB%AC%B8%EC%9E%90-%ED%94%8C%EB%9F%AC%ED%84%B0-%EB%84%A4%EC%BB%B7%EC%9D%BC%EA%B8%B0-with%ED%94%BC%EA%B7%B8%EB%A7%88
비전공자도 쉽게 시작하는 증강현실(AR)로 나만의 고양이 만들기,Zero to One,https://www.inflearn.com/course/%EC%A6%9D%EA%B0%95%ED%98%84%EC%8B%A4-%EA%B3%A0%EC%96%91%EC%9D%B4-%EB%A7%8C%EB%93%A4%EA%B8%B0
윤재성의 자바 기반 안드로이드 앱개발 Part 1 - UI Programming,소프트캠퍼스,https://www.inflearn.com/course/%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EC%9E%90%EB%B0%94-%EC%95%B1%EA%B0%9C%EB%B0%9C-1
앨런 iOS Concurrency(동시성) - 디스패치큐와 오퍼레이션큐의 이해,앨런(Allen),https://www.inflearn.com/course/ios-concurrency-gcd-operation
아이비의 안드로이드 드릴,아이비,https://www.inflearn.com/course/%EC%95%84%EC%9D%B4%EB%B9%84%EC%9D%98-%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EB%93%9C%EB%A6%B4
아키텍처 패턴 with iOS - GUI Architecture Patterns(이론),배언수,https://www.inflearn.com/course/ios-%EC%95%84%ED%82%A4%ED%85%8D%EC%B2%98%ED%8C%A8%ED%84%B4-%EC%9D%B4%EB%A1%A0
성공적인 진짜 iOS 개발자 되기 [기초부터 실무까지],iOS Developer - 이정,https://www.inflearn.com/course/%EC%84%B1%EA%B3%B5-ios-%EA%B0%9C%EB%B0%9C-%EA%B8%B0%EC%B4%88-%EC%8B%A4%EB%AC%B4
모던 안드로이드 - Jetpack Compose 입문,오준석,https://www.inflearn.com/course/%EB%AA%A8%EB%8D%98-%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EC%BB%B4%ED%8F%AC%EC%A6%88
[초중급편] 안드로이드 데이팅 앱 만들기(Android Kotlin),개복치개발자,https://www.inflearn.com/course/%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EC%BD%94%ED%8B%80%EB%A6%B0-%EB%8D%B0%EC%9D%B4%ED%8C%85%EC%95%B1
"[Lv.2] 레벨업 - SwiftUI intermediate with Core Data, SwiftData",Jacob(제이콥),https://www.inflearn.com/course/%EC%A4%91%EA%B8%89-%EB%A0%88%EB%B2%A8%EC%97%85-swiftui-intermediate
"C# 입문부터 안드로이드, 윈도우 앱(UWP) 동시에 만들기 Xamarin Forms(자마린 폼즈) + Maui(마우이)",깊알못nodeep,https://www.inflearn.com/course/c-sharp-%EC%9E%90%EB%A7%88%EB%A6%B0-%ED%8F%BC%EC%A6%88
윤재성의 자바 기반 안드로이드 앱개발 Part 3 - 데이터관리와 네트워크,소프트캠퍼스,https://www.inflearn.com/course/%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EC%9E%90%EB%B0%94-%EC%95%B1%EA%B0%9C%EB%B0%9C-3
UIKit - iOS14 실무 가이드 <iOS앱 진짜 개발자 되기>,iOS Developer - 이정,https://www.inflearn.com/course/uikit-ios14
"Flutter 입문 - 안드로이드, iOS 개발을 한 번에 (with Firebase)",오준석,https://www.inflearn.com/course/flutter-%EC%9E%85%EB%AC%B8
깡샘의 쌩초보 안드로이드 One Day Class – Part4 구글의 라이브러리로 화면 구성하기,쌤즈(SSAMZ),https://www.inflearn.com/course/%EA%B9%A1%EC%83%98%EC%9D%98-%EC%8C%A9%EC%B4%88%EB%B3%B4-%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-part4
깡샘의 쌩초보 안드로이드 One Day Class – Part2 코틀린 이해하기,쌤즈(SSAMZ),https://www.inflearn.com/course/%EA%B9%A1%EC%83%98%EC%9D%98-%EC%8C%A9%EC%B4%88%EB%B3%B4-%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-part2
"SwiftUI의 Property Wrapper(@State, @Binding...)",애구마(agmma),https://www.inflearn.com/course/swiftui-%EB%8D%B0%EC%9D%B4%ED%84%B0-property-wrapper
[플러터플로우]코딩 없이 한 달 만에 앱 만들기,피어낫프로덕,https://www.inflearn.com/course/%EB%85%B8%EC%BD%94%EB%93%9C-%ED%94%8C%EB%9F%AC%ED%84%B0%ED%94%8C%EB%A1%9C%EC%9A%B0-%EC%95%B1-%EB%A7%8C%EB%93%A4%EA%B8%B0
"C#으로 로그인 가능한 앱 구현하기 Xamarin 자마린 폼즈 (안드로이드, 윈도우)",깊알못nodeep,https://www.inflearn.com/course/%EC%9E%90%EB%A7%88%EB%A6%B0-%ED%8F%BC%EC%A6%88-%EC%95%B1
따라하면서 배우는 Power Apps,Techmentor,https://www.inflearn.com/course/%EB%94%B0%EB%9D%BC%ED%95%98%EB%A9%B0-%EB%B0%B0%EC%9A%B0%EB%8A%94-power-apps
MAUI [Cross-Platform Applications & C#],개발자Park,https://www.inflearn.com/course/maui-%ED%81%AC%EB%A1%9C%EC%8A%A4-%ED%94%8C%EB%9E%AB%ED%8F%BC-%EC%95%A0%ED%94%8C%EB%A6%AC%EC%BC%80%EC%9D%B4%EC%85%98
윤재성의 자바 기반 안드로이드 앱개발 Part 2 - 메뉴와 4대 구성요소,소프트캠퍼스,https://www.inflearn.com/course/%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EC%9E%90%EB%B0%94-%EC%95%B1%EA%B0%9C%EB%B0%9C-2
SwiftUI - iOS14 퍼펙트 가이드,iOS Developer - 이정,https://www.inflearn.com/course/swift-ui-ios14
iOS12 앱 개발 퍼펙트 가이드,iOS Developer - 이정,https://www.inflearn.com/course/ios
iOS AutoLayout 완벽 가이드 - 실무 프로젝트를 위한 실전강의,iOS Developer - 이정,https://www.inflearn.com/course/autolayout
깡샘의 쌩초보 안드로이드 One Day Class – Part7 파이어베이스와 연동하기,쌤즈(SSAMZ),https://www.inflearn.com/course/%EA%B9%A1%EC%83%98%EC%9D%98-%EC%8C%A9%EC%B4%88%EB%B3%B4-%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-part7
깡샘의 쌩초보 안드로이드 One Day Class – Part3 앱의 기본 기능 구현하기,쌤즈(SSAMZ),https://www.inflearn.com/course/%EA%B9%A1%EC%83%98%EC%9D%98-%EC%8C%A9%EC%B4%88%EB%B3%B4-%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-part3
앱 인벤터 창의융합프로젝트 (App Inventor),부산대학교 소프트웨어융합교육원,https://www.inflearn.com/course/%EC%95%B1-%EC%9D%B8%EB%B2%A4%ED%84%B0-%EC%B0%BD%EC%9D%98%EC%9C%B5%ED%95%A9%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8
인프런 퇴근길 밋업 #03 Flutter with LINE,인프런,https://www.inflearn.com/course/%EC%9D%B8%ED%94%84%EB%9F%B0-%ED%87%B4%EA%B7%BC%EA%B8%B8-%EB%B0%8B%EC%97%85-03-flutter
핸즈온 리액트 네이티브,김범준,https://www.inflearn.com/course/%ED%95%B8%EC%A6%88%EC%98%A8-%EB%A6%AC%EC%95%A1%ED%8A%B8-%EB%84%A4%EC%9D%B4%ED%8B%B0%EB%B8%8C
홍드로이드의 To-Do 리스트 앱 만들기,홍드로이드,https://www.inflearn.com/course/todo-list-app
냉동코더의 알기 쉬운 Modern Android Development 입문,냉동코더,https://www.inflearn.com/course/%EC%95%8C%EA%B8%B0%EC%89%AC%EC%9A%B4-modern-android
윤재성의 자바 기반 안드로이드 앱개발 Part 4 - 실전프로젝트,소프트캠퍼스,https://www.inflearn.com/course/%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EC%9E%90%EB%B0%94-%EC%95%B1%EA%B0%9C%EB%B0%9C-4
Only Javascript만으로 배우는 하이브리드앱 패키징,노란창문,https://www.inflearn.com/course/javascript%EB%A7%8C%EC%9C%BC%EB%A1%9C-%EB%B0%B0%EC%9A%B0%EB%8A%94-%ED%95%98%EC%9D%B4%EB%B8%8C%EB%A6%AC%EB%93%9C%EC%95%B1-%ED%8C%A8%ED%82%A4%EC%A7%95
ChatGPT를 이용한 누구나 앱개발 with 알렉,기술노트with알렉,https://www.inflearn.com/course/chatgpt-%EC%95%B1%EA%B0%9C%EB%B0%9C-%EC%8B%9C%EC%9E%91
Flutter 테스트 기초,오준석,https://www.inflearn.com/course/flutter-%ED%85%8C%EC%8A%A4%ED%8A%B8-%EA%B8%B0%EC%B4%88
성공적인 진짜 iOS Design Guide - [Autolayout With Code],iOS Developer - 이정,https://www.inflearn.com/course/%EC%84%B1%EA%B3%B5%EC%A0%81%EC%9D%B8-%EC%A7%84%EC%A7%9C-ios-design-guide
깡샘의 쌩초보 안드로이드 One Day Class – Part8 컴포즈 활용하기,쌤즈(SSAMZ),https://www.inflearn.com/course/%EA%B9%A1%EC%83%98%EC%9D%98-%EC%8C%A9%EC%B4%88%EB%B3%B4-%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-part8
깡샘의 쌩초보 안드로이드 One Day Class – Part5 컴포넌트 이해하기,쌤즈(SSAMZ),https://www.inflearn.com/course/%EA%B9%A1%EC%83%98%EC%9D%98-%EC%8C%A9%EC%B4%88%EB%B3%B4-%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-part5
입문강의 타입스크립트부터 ionic6 (앵귤러 기반),깊알못nodeep,https://www.inflearn.com/course/%ED%83%80%EC%9E%85%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8-%EC%95%84%EC%9D%B4%EC%98%A4%EB%8B%896-%EC%9E%85%EB%AC%B8
플러터(Flutter) 앱 개발 입문부터 프로젝트 완성까지,보안프로젝트,https://www.inflearn.com/course/%ED%94%8C%EB%9F%AC%ED%84%B0-%EB%AA%A8%EB%B0%94%EC%9D%BC%EC%95%B1-%EC%9E%85%EB%AC%B8
iOS 개발을 위한 swift5 완벽 가이드,KxCoding,https://www.inflearn.com/course/Swift-KXcoding
"머신러닝 모델을 활용한 Android, iOS 앱 개발",부산대학교 소프트웨어융합교육원,https://www.inflearn.com/course/%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%ED%99%9C%EC%9A%A9%ED%95%9C-android-ios
읽기 좋은 코드 작성하기 - Swift API Design Guidelines,홍성호,https://www.inflearn.com/course/%EC%9D%BD%EA%B8%B0-%EC%A2%8B%EC%9D%80-%EC%8A%A4%EC%9C%84%ED%94%84%ED%8A%B8
윤재성의 안드로이드를 위한 자바 프로그래밍,소프트캠퍼스,https://www.inflearn.com/course/android_java
깡샘의 쌩초보 안드로이드 One Day Class – Part6 앱에 다양한 기능 추가하기,쌤즈(SSAMZ),https://www.inflearn.com/course/%EA%B9%A1%EC%83%98%EC%9D%98-%EC%8C%A9%EC%B4%88%EB%B3%B4-%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-part6
PWA를 통한 1만 시간의 법칙 앱 제작!,제주코딩베이스캠프,https://www.inflearn.com/course/1%EB%A7%8C%EC%8B%9C%EA%B0%84-%EB%B2%95%EC%B9%99-%EC%95%B1%EC%A0%9C%EC%9E%91
TCA(The Composable Architecture) 실전 가이드,무색무취의고수,https://www.inflearn.com/course/tca-%EC%8B%A4%EC%A0%84-%EA%B0%80%EC%9D%B4%EB%93%9C
C# 자마린 + 몽고DB + nodejs 연동,깊알못nodeep,https://www.inflearn.com/course/%EC%9E%90%EB%A7%88%EB%A6%B0-%EB%AA%BD%EA%B3%A0db-%EC%B1%84%ED%8C%85
[플러터 상태관리] Bloc 마스터 코스 기초부터 응용까지!,개발하는남자,https://www.inflearn.com/course/%ED%94%8C%EB%9F%AC%ED%84%B0-%EC%83%81%ED%83%9C%EA%B4%80%EB%A6%AC-%EB%B8%94%EB%9D%BD-%EB%A7%88%EC%8A%A4%ED%84%B0%EC%BD%94%EC%8A%A4
"[2023 코틀린 강의 무료제공] 기초에서 수익 창출까지, 안드로이드 프로그래밍 A-Z",Code With Joyce,https://www.inflearn.com/course/%EC%8C%A9%EC%B4%88%EB%B3%B4-%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D-%EC%88%98%EC%9D%B5
Swift 언어로 배우는 iOS 벽돌깨기 게임,쎄뮤,https://www.inflearn.com/course/%EC%8A%A4%EC%9C%84%ED%94%84%ED%8A%B8-%EB%B2%BD%EB%8F%8C%EA%B9%A8%EA%B8%B0
쉽게 따라할 수 있는 안드로이드 앱 개발,기술노트with알렉,https://www.inflearn.com/course/%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EC%95%B1%EA%B0%9C%EB%B0%9C-%EA%B8%B0%EC%88%A0%EB%85%B8%ED%8A%B8
GetX 기반 Flutter 앱 만들기,Sirius B,https://www.inflearn.com/course/getx-%ED%94%8C%EB%9F%AC%ED%84%B0-%EC%95%B1%EB%A7%8C%EB%93%A4%EA%B8%B0
아이폰 앱 개발 기본편(해피스마일 iOS 개발 부트캠프),최완택,https://www.inflearn.com/course/%EC%95%84%EC%9D%B4%ED%8F%B0-%EC%95%B1-%EA%B0%9C%EB%B0%9C-%EA%B8%B0%EB%B3%B8
밥 먹으면서 듣는 안드로이드 개념잡기,김윤지,https://www.inflearn.com/course/%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EA%B0%9C%EB%85%90%EC%9E%A1%EA%B8%B0
